Term,Hits,NLP_Entity_Hits,NLP_Identifier_Hits
wbgene00195693,2,,
wbgene00195695,2,,
wbgene00195701,2,,
wbgene00195704,2,,
wbgene00195705,2,,
wbgene00195708,2,,
wbgene00195715,2,,
wbgene00195718,2,,
wbgene00195719,2,,
wbgene00195722,2,,
wbgene00195727,2,,
wbgene00195729,2,,
wbgene00195733,2,,
wbgene00195737,2,,
wbgene00195738,2,,
wbgene00195739,2,,
wbgene00195741,2,,
wbgene00195744,2,,
wbgene00195746,2,,
wbgene00195748,2,,
wbgene00195754,2,,
wbgene00195757,2,,
wbgene00195758,2,,
wbgene00195759,2,,
wbgene00195762,2,,
wbgene00195764,2,,
wbgene00195765,2,,
wbgene00195766,2,,
wbgene00195767,2,,
wbgene00195768,2,,
wbgene00195769,2,,
wbgene00195771,2,,
wbgene00195773,2,,
wbgene00195774,2,,
wbgene00195775,2,,
wbgene00195780,2,,
wbgene00195788,2,,
wbgene00195793,2,,
wbgene00195796,2,,
wbgene00195797,2,,
wbgene00195798,2,,
wbgene00195799,2,,
wbgene00195800,2,,
wbgene00195807,2,,
wbgene00195810,2,,
wbgene00195812,2,,
wbgene00195817,2,,
wbgene00195820,2,,
wbgene00195821,2,,
wbgene00195826,2,,
wbgene00195828,2,,
wbgene00195829,2,,
wbgene00195832,2,,
wbgene00195835,2,,
wbgene00195836,2,,
wbgene00195838,2,,
wbgene00195839,2,,
wbgene00195844,2,,
wbgene00195847,2,,
wbgene00195849,2,,
wbgene00195853,2,,
wbgene00195854,2,,
wbgene00195855,2,,
wbgene00195859,2,,
wbgene00195861,2,,
wbgene00195862,2,,
wbgene00195874,2,,
wbgene00195880,2,,
wbgene00195881,2,,
wbgene00195883,2,,
wbgene00195885,2,,
wbgene00195887,2,,
wbgene00195889,2,,
wbgene00195892,2,,
wbgene00195894,2,,
wbgene00195897,2,,
wbgene00195898,2,,
wbgene00195899,2,,
wbgene00195907,2,,
wbgene00195908,2,,
wbgene00195909,2,,
wbgene00195910,2,,
wbgene00195913,2,,
wbgene00195917,2,,
wbgene00195919,2,,
wbgene00195923,2,,
wbgene00195925,2,,
wbgene00195926,2,,
wbgene00195929,2,,
wbgene00195932,2,,
wbgene00195934,2,,
wbgene00195939,2,,
wbgene00195940,2,,
wbgene00195941,2,,
wbgene00195943,2,,
wbgene00195945,2,,
wbgene00195946,2,,
wbgene00195947,2,,
wbgene00195948,2,,
wbgene00195949,2,,
wbgene00195959,2,,
wbgene00195960,2,,
wbgene00195961,2,,
wbgene00195968,2,,
wbgene00195969,2,,
wbgene00195970,2,,
wbgene00195976,2,,
wbgene00195980,2,,
wbgene00195981,2,,
wbgene00195985,2,,
wbgene00195987,2,,
wbgene00195988,2,,
wbgene00195990,2,,
wbgene00195991,2,,
wbgene00195998,2,,
wbgene00196000,2,,
wbgene00196001,2,,
wbgene00196004,2,,
wbgene00196011,2,,
wbgene00196015,2,,
wbgene00196016,2,,
wbgene00196019,2,,
wbgene00196023,2,,
wbgene00196026,2,,
wbgene00196029,2,,
wbgene00196030,2,,
wbgene00196031,2,,
wbgene00196032,2,,
wbgene00196034,2,,
wbgene00196035,2,,
wbgene00196038,2,,
wbgene00196040,2,,
wbgene00196042,2,,
wbgene00196044,2,,
wbgene00196048,2,,
wbgene00196049,2,,
wbgene00196051,2,,
wbgene00196052,2,,
wbgene00196055,2,,
wbgene00196056,2,,
wbgene00196058,2,,
wbgene00196063,2,,
wbgene00196064,2,,
wbgene00196066,2,,
wbgene00196067,2,,
wbgene00196069,2,,
wbgene00196071,2,,
wbgene00196076,2,,
wbgene00196078,2,,
wbgene00196079,2,,
wbgene00196085,2,,
wbgene00196086,2,,
wbgene00196093,2,,
wbgene00196096,2,,
wbgene00196098,2,,
wbgene00196099,2,,
wbgene00196101,2,,
wbgene00196103,2,,
wbgene00196105,2,,
wbgene00196106,2,,
wbgene00196108,2,,
wbgene00196109,2,,
wbgene00196110,2,,
wbgene00196114,2,,
wbgene00196118,2,,
wbgene00196121,2,,
wbgene00196125,2,,
wbgene00196128,2,,
wbgene00196131,2,,
wbgene00196132,2,,
wbgene00196135,2,,
wbgene00196136,2,,
wbgene00196137,2,,
wbgene00196138,2,,
wbgene00196140,2,,
wbgene00196141,2,,
wbgene00196143,2,,
wbgene00196144,2,,
wbgene00196145,2,,
wbgene00196146,2,,
wbgene00196147,2,,
wbgene00196149,2,,
wbgene00196151,2,,
wbgene00196153,2,,
wbgene00196156,2,,
wbgene00196157,2,,
wbgene00196162,2,,
wbgene00196163,2,,
wbgene00196167,2,,
wbgene00196170,2,,
wbgene00196172,2,,
wbgene00196175,2,,
wbgene00196176,2,,
wbgene00196179,2,,
wbgene00196180,2,,
wbgene00196183,2,,
wbgene00196186,2,,
wbgene00196189,2,,
wbgene00196194,2,,
wbgene00196196,2,,
wbgene00196199,2,,
wbgene00196200,2,,
wbgene00196201,2,,
wbgene00196202,2,,
wbgene00196204,2,,
wbgene00196205,2,,
wbgene00196216,2,,
wbgene00196219,2,,
wbgene00196222,2,,
wbgene00196223,2,,
wbgene00196224,2,,
wbgene00196225,2,,
wbgene00196229,2,,
wbgene00196230,2,,
wbgene00196232,2,,
wbgene00196234,2,,
wbgene00196235,2,,
wbgene00196240,2,,
wbgene00196241,2,,
wbgene00196242,2,,
wbgene00196244,2,,
wbgene00196246,2,,
wbgene00196250,2,,
wbgene00196252,2,,
wbgene00196253,2,,
wbgene00196254,2,,
wbgene00196257,2,,
wbgene00196264,2,,
wbgene00196269,2,,
wbgene00196274,2,,
wbgene00196276,2,,
wbgene00196278,2,,
wbgene00196279,2,,
wbgene00196286,2,,
wbgene00196288,2,,
wbgene00196289,2,,
wbgene00196290,2,,
wbgene00196294,2,,
wbgene00196295,2,,
wbgene00196296,2,,
wbgene00196299,2,,
wbgene00196311,2,,
wbgene00196315,2,,
wbgene00196318,2,,
wbgene00196319,2,,
wbgene00196323,2,,
wbgene00196325,2,,
wbgene00196326,2,,
wbgene00196327,2,,
wbgene00196328,2,,
wbgene00196330,2,,
wbgene00196332,2,,
wbgene00196334,2,,
wbgene00196338,2,,
wbgene00196339,2,,
wbgene00196340,2,,
wbgene00196342,2,,
wbgene00196344,2,,
wbgene00196345,2,,
wbgene00196346,2,,
wbgene00196352,2,,
wbgene00196358,2,,
wbgene00196361,2,,
wbgene00196363,2,,
wbgene00196366,2,,
wbgene00196368,2,,
wbgene00196369,2,,
wbgene00196372,2,,
wbgene00196374,2,,
wbgene00196375,2,,
wbgene00196377,2,,
wbgene00196378,2,,
wbgene00196382,2,,
wbgene00196386,2,,
wbgene00196387,2,,
wbgene00196388,2,,
wbgene00196392,2,,
wbgene00196393,2,,
wbgene00196394,2,,
wbgene00196398,2,,
wbgene00196399,2,,
wbgene00196400,2,,
wbgene00196402,2,,
wbgene00196403,2,,
wbgene00196405,2,,
wbgene00196412,2,,
wbgene00196415,2,,
wbgene00196417,2,,
wbgene00196419,2,,
wbgene00196420,2,,
wbgene00196422,2,,
wbgene00196423,2,,
wbgene00196428,2,,
wbgene00196430,2,,
wbgene00196432,2,,
wbgene00196437,2,,
wbgene00196439,2,,
wbgene00196442,2,,
wbgene00196446,2,,
wbgene00196447,2,,
wbgene00196448,2,,
wbgene00196449,2,,
wbgene00196452,2,,
wbgene00196454,2,,
wbgene00196458,2,,
wbgene00196459,2,,
wbgene00196461,2,,
wbgene00196462,2,,
wbgene00196463,2,,
wbgene00196465,2,,
wbgene00196468,2,,
wbgene00196478,2,,
wbgene00196479,2,,
wbgene00196480,2,,
wbgene00196482,2,,
wbgene00196483,2,,
wbgene00196485,2,,
wbgene00196486,2,,
wbgene00196487,2,,
wbgene00196488,2,,
wbgene00196490,2,,
wbgene00196495,2,,
wbgene00196496,2,,
wbgene00196497,2,,
wbgene00196499,2,,
wbgene00196500,2,,
wbgene00196501,2,,
wbgene00196504,2,,
wbgene00196508,2,,
wbgene00196509,2,,
wbgene00196517,2,,
wbgene00196520,2,,
wbgene00196521,2,,
wbgene00196522,2,,
wbgene00196526,2,,
wbgene00196527,2,,
wbgene00196530,2,,
wbgene00196538,2,,
wbgene00196540,2,,
wbgene00196546,2,,
wbgene00196547,2,,
wbgene00196548,2,,
wbgene00196551,2,,
wbgene00196552,2,,
wbgene00196553,2,,
wbgene00196555,2,,
wbgene00196558,2,,
wbgene00196560,2,,
wbgene00196561,2,,
wbgene00196563,2,,
wbgene00196568,2,,
wbgene00196570,2,,
wbgene00196571,2,,
wbgene00196572,2,,
wbgene00196573,2,,
wbgene00196575,2,,
wbgene00196576,2,,
wbgene00196577,2,,
wbgene00196579,2,,
wbgene00196581,2,,
wbgene00196586,2,,
wbgene00196587,2,,
wbgene00196588,2,,
wbgene00196596,2,,
wbgene00196598,2,,
wbgene00196601,2,,
wbgene00196602,2,,
wbgene00196604,2,,
wbgene00196605,2,,
wbgene00196606,2,,
wbgene00196610,2,,
wbgene00196614,2,,
wbgene00196615,2,,
wbgene00196620,2,,
wbgene00196624,2,,
wbgene00196625,2,,
wbgene00196627,2,,
wbgene00196629,2,,
wbgene00196639,2,,
wbgene00196640,2,,
wbgene00196647,2,,
wbgene00196648,2,,
wbgene00196649,2,,
wbgene00196651,2,,
wbgene00196652,2,,
wbgene00196654,2,,
wbgene00196655,2,,
wbgene00196656,2,,
wbgene00196657,2,,
wbgene00196660,2,,
wbgene00196661,2,,
wbgene00196662,2,,
wbgene00196663,2,,
wbgene00196664,2,,
wbgene00196665,2,,
wbgene00196666,2,,
wbgene00196669,2,,
wbgene00196670,2,,
wbgene00196672,2,,
wbgene00196676,2,,
wbgene00196679,2,,
wbgene00196680,2,,
wbgene00196684,2,,
wbgene00196685,2,,
wbgene00196691,2,,
wbgene00196695,2,,
wbgene00196705,2,,
wbgene00196709,2,,
wbgene00196710,2,,
wbgene00196713,2,,
wbgene00196719,2,,
wbgene00196720,2,,
wbgene00196722,2,,
wbgene00196725,2,,
wbgene00196727,2,,
wbgene00196731,2,,
wbgene00196733,2,,
wbgene00196735,2,,
wbgene00196736,2,,
wbgene00196737,2,,
wbgene00196738,2,,
wbgene00196740,2,,
wbgene00196742,2,,
wbgene00196744,2,,
wbgene00196750,2,,
wbgene00196752,2,,
wbgene00196753,2,,
wbgene00196756,2,,
wbgene00196758,2,,
wbgene00196761,2,,
wbgene00196763,2,,
wbgene00196764,2,,
wbgene00196765,2,,
wbgene00196773,2,,
wbgene00196774,2,,
wbgene00196777,2,,
wbgene00196778,2,,
wbgene00196781,2,,
wbgene00196782,2,,
wbgene00196784,2,,
wbgene00196785,2,,
wbgene00196786,2,,
wbgene00196787,2,,
wbgene00196788,2,,
wbgene00196789,2,,
wbgene00196790,2,,
wbgene00196791,2,,
wbgene00196793,2,,
wbgene00196794,2,,
wbgene00196796,2,,
wbgene00196799,2,,
wbgene00196800,2,,
wbgene00196808,2,,
wbgene00196809,2,,
wbgene00196810,2,,
wbgene00196812,2,,
wbgene00196813,2,,
wbgene00196815,2,,
wbgene00196816,2,,
wbgene00196817,2,,
wbgene00196818,2,,
wbgene00196821,2,,
wbgene00196822,2,,
wbgene00196823,2,,
wbgene00196824,2,,
wbgene00196829,2,,
wbgene00196830,2,,
wbgene00196831,2,,
wbgene00196835,2,,
wbgene00196840,2,,
wbgene00196845,2,,
wbgene00196846,2,,
wbgene00196847,2,,
wbgene00196848,2,,
wbgene00196851,2,,
wbgene00196853,2,,
wbgene00196855,2,,
wbgene00196861,2,,
wbgene00196864,2,,
wbgene00196867,2,,
wbgene00196868,2,,
wbgene00196870,2,,
wbgene00196872,2,,
wbgene00196875,2,,
wbgene00196877,2,,
wbgene00196878,2,,
wbgene00196879,2,,
wbgene00196881,2,,
wbgene00196885,2,,
wbgene00196888,2,,
wbgene00196891,2,,
wbgene00196895,2,,
wbgene00196898,2,,
wbgene00196899,2,,
wbgene00196903,2,,
wbgene00196904,2,,
wbgene00196906,2,,
wbgene00196912,2,,
wbgene00196917,2,,
wbgene00196921,2,,
wbgene00196923,2,,
wbgene00196925,2,,
wbgene00196930,2,,
wbgene00196937,2,,
wbgene00196938,2,,
wbgene00196939,2,,
wbgene00196940,2,,
wbgene00196944,2,,
wbgene00196955,2,,
wbgene00196957,2,,
wbgene00196960,2,,
wbgene00196961,2,,
wbgene00196963,2,,
wbgene00196969,2,,
wbgene00196976,2,,
wbgene00196978,2,,
wbgene00196982,2,,
wbgene00196985,2,,
wbgene00196989,2,,
wbgene00196992,2,,
wbgene00196993,2,,
wbgene00196994,2,,
wbgene00196995,2,,
wbgene00197003,2,,
wbgene00197006,2,,
wbgene00197009,2,,
wbgene00197012,2,,
wbgene00197015,2,,
wbgene00197019,2,,
wbgene00197021,2,,
wbgene00197022,2,,
wbgene00197023,2,,
wbgene00197028,2,,
wbgene00197029,2,,
wbgene00197030,2,,
wbgene00197033,2,,
wbgene00197035,2,,
wbgene00197039,2,,
wbgene00197040,2,,
wbgene00197042,2,,
wbgene00197045,2,,
wbgene00197046,2,,
wbgene00197049,2,,
wbgene00197053,2,,
wbgene00197054,2,,
wbgene00197055,2,,
wbgene00197057,2,,
wbgene00197058,2,,
wbgene00197059,2,,
wbgene00197060,2,,
wbgene00197062,2,,
wbgene00197067,2,,
wbgene00197069,2,,
wbgene00197076,2,,
wbgene00197080,2,,
wbgene00197083,2,,
wbgene00197084,2,,
wbgene00197086,2,,
wbgene00197088,2,,
wbgene00197089,2,,
wbgene00197090,2,,
wbgene00197091,2,,
wbgene00197092,2,,
wbgene00197099,2,,
wbgene00197103,2,,
wbgene00197106,2,,
wbgene00197109,2,,
wbgene00197111,2,,
wbgene00197113,2,,
wbgene00197115,2,,
wbgene00197118,2,,
wbgene00197123,2,,
wbgene00197124,2,,
wbgene00197127,2,,
wbgene00197128,2,,
wbgene00197129,2,,
wbgene00197132,2,,
wbgene00197133,2,,
wbgene00197135,2,,
wbgene00197138,2,,
wbgene00197145,2,,
wbgene00197147,2,,
wbgene00197151,2,,
wbgene00197155,2,,
wbgene00197156,2,,
wbgene00197157,2,,
wbgene00197158,2,,
wbgene00197162,2,,
wbgene00197164,2,,
wbgene00197168,2,,
wbgene00197176,2,,
wbgene00197177,2,,
wbgene00197178,2,,
wbgene00197180,2,,
wbgene00197182,2,,
wbgene00197183,2,,
wbgene00197187,2,,
wbgene00197189,2,,
wbgene00197193,2,,
wbgene00197194,2,,
wbgene00197195,2,,
wbgene00197196,2,,
wbgene00197197,2,,
wbgene00197198,2,,
wbgene00197204,2,,
wbgene00197207,2,,
wbgene00197208,2,,
wbgene00197211,2,,
wbgene00197214,2,,
wbgene00197216,2,,
wbgene00197217,2,,
wbgene00197218,2,,
wbgene00197225,2,,
wbgene00197228,2,,
wbgene00197231,2,,
wbgene00197238,2,,
wbgene00197245,2,,
wbgene00197249,2,,
wbgene00197250,2,,
wbgene00197253,2,,
wbgene00197254,2,,
wbgene00197256,2,,
wbgene00197261,2,,
wbgene00197264,2,,
wbgene00197265,2,,
wbgene00197269,2,,
wbgene00197270,2,,
wbgene00197271,2,,
wbgene00197273,2,,
wbgene00197276,2,,
wbgene00197280,2,,
wbgene00197281,2,,
wbgene00197284,2,,
wbgene00197287,2,,
wbgene00197288,2,,
wbgene00197289,2,,
wbgene00197293,2,,
wbgene00197298,2,,
wbgene00197299,2,,
wbgene00197301,2,,
wbgene00197306,2,,
wbgene00197307,2,,
wbgene00197311,2,,
wbgene00197318,2,,
wbgene00197321,2,,
wbgene00197322,2,,
wbgene00197325,2,,
wbgene00197328,2,,
wbgene00197330,2,,
wbgene00197331,2,,
wbgene00197334,2,,
wbgene00197337,2,,
wbgene00197339,2,,
wbgene00197343,2,,
wbgene00197344,2,,
wbgene00197345,2,,
wbgene00197349,2,,
wbgene00197351,2,,
wbgene00197353,2,,
wbgene00197354,2,,
wbgene00197357,2,,
wbgene00197361,2,,
wbgene00197363,2,,
wbgene00197365,2,,
wbgene00197367,2,,
wbgene00197369,2,,
wbgene00197371,2,,
wbgene00197373,2,,
wbgene00197377,2,,
wbgene00197380,2,,
wbgene00197385,2,,
wbgene00197386,2,,
wbgene00197388,2,,
wbgene00197390,2,,
wbgene00197395,2,,
wbgene00197396,2,,
wbgene00197397,2,,
wbgene00197399,2,,
wbgene00197401,2,,
wbgene00197402,2,,
wbgene00197403,2,,
wbgene00197410,2,,
wbgene00197411,2,,
wbgene00197416,2,,
wbgene00197417,2,,
wbgene00197425,2,,
wbgene00197427,2,,
wbgene00197429,2,,
wbgene00197430,2,,
wbgene00197431,2,,
wbgene00197436,2,,
wbgene00197438,2,,
wbgene00197441,2,,
wbgene00197443,2,,
wbgene00197445,2,,
wbgene00197446,2,,
wbgene00197448,2,,
wbgene00197454,2,,
wbgene00197461,2,,
wbgene00197466,2,,
wbgene00197473,2,,
wbgene00197475,2,,
wbgene00197478,2,,
wbgene00197480,2,,
wbgene00197485,2,,
wbgene00197486,2,,
wbgene00197490,2,,
wbgene00197492,2,,
wbgene00197493,2,,
wbgene00197495,2,,
wbgene00197498,2,,
wbgene00197501,2,,
wbgene00197502,2,,
wbgene00197504,2,,
wbgene00197506,2,,
wbgene00197508,2,,
wbgene00197511,2,,
wbgene00197516,2,,
wbgene00197521,2,,
wbgene00197522,2,,
wbgene00197525,2,,
wbgene00197527,2,,
wbgene00197528,2,,
wbgene00197529,2,,
wbgene00197530,2,,
wbgene00197535,2,,
wbgene00197537,2,,
wbgene00197538,2,,
wbgene00197542,2,,
wbgene00197544,2,,
wbgene00197547,2,,
wbgene00197548,2,,
wbgene00197549,2,,
wbgene00197550,2,,
wbgene00197551,2,,
wbgene00197552,2,,
wbgene00197554,2,,
wbgene00197555,2,,
wbgene00197558,2,,
wbgene00197562,2,,
wbgene00197565,2,,
wbgene00197574,2,,
wbgene00197580,2,,
wbgene00197581,2,,
wbgene00197582,2,,
wbgene00197583,2,,
wbgene00197584,2,,
wbgene00197585,2,,
wbgene00197586,2,,
wbgene00197587,2,,
wbgene00197589,2,,
wbgene00197592,2,,
wbgene00197594,2,,
wbgene00197595,2,,
wbgene00197599,2,,
wbgene00197601,2,,
wbgene00197602,2,,
wbgene00197603,2,,
wbgene00197608,2,,
wbgene00197609,2,,
wbgene00197610,2,,
wbgene00197612,2,,
wbgene00197614,2,,
wbgene00197619,2,,
wbgene00197620,2,,
wbgene00197624,2,,
wbgene00197625,2,,
wbgene00197626,2,,
wbgene00197627,2,,
wbgene00197628,2,,
wbgene00197632,2,,
wbgene00197633,2,,
wbgene00197636,2,,
wbgene00197637,2,,
wbgene00197639,2,,
wbgene00197640,2,,
wbgene00197641,2,,
wbgene00197645,2,,
wbgene00197648,2,,
wbgene00197650,2,,
wbgene00197653,2,,
wbgene00197654,2,,
wbgene00197658,2,,
wbgene00197661,2,,
wbgene00197664,2,,
wbgene00197667,2,,
wbgene00197676,2,,
wbgene00197680,2,,
wbgene00197681,2,,
wbgene00197682,2,,
wbgene00197685,2,,
wbgene00197686,2,,
wbgene00197692,2,,
wbgene00197701,2,,
wbgene00197702,2,,
wbgene00197704,2,,
wbgene00197705,2,,
wbgene00197706,2,,
wbgene00197707,2,,
wbgene00197711,2,,
wbgene00197713,2,,
wbgene00197714,2,,
wbgene00197717,2,,
wbgene00197719,2,,
wbgene00197720,2,,
wbgene00197723,2,,
wbgene00197725,2,,
wbgene00197727,2,,
wbgene00197729,2,,
wbgene00197732,2,,
wbgene00197733,2,,
wbgene00197734,2,,
wbgene00197735,2,,
wbgene00197740,2,,
wbgene00197745,2,,
wbgene00197747,2,,
wbgene00197748,2,,
wbgene00197750,2,,
wbgene00197754,2,,
wbgene00197756,2,,
wbgene00197767,2,,
wbgene00197768,2,,
wbgene00197773,2,,
wbgene00197774,2,,
wbgene00197778,2,,
wbgene00197779,2,,
wbgene00197781,2,,
wbgene00197783,2,,
wbgene00197785,2,,
wbgene00197788,2,,
wbgene00197789,2,,
wbgene00197793,2,,
wbgene00197797,2,,
wbgene00197802,2,,
wbgene00197803,2,,
wbgene00197806,2,,
wbgene00197810,2,,
wbgene00197816,2,,
wbgene00197818,2,,
wbgene00197819,2,,
wbgene00197822,2,,
wbgene00197823,2,,
wbgene00197824,2,,
wbgene00197829,2,,
wbgene00197830,2,,
wbgene00197837,2,,
wbgene00197838,2,,
wbgene00197842,2,,
wbgene00197843,2,,
wbgene00197848,2,,
wbgene00197849,2,,
wbgene00197850,2,,
wbgene00197852,2,,
wbgene00197854,2,,
wbgene00197855,2,,
wbgene00197858,2,,
wbgene00197861,2,,
wbgene00197862,2,,
wbgene00197865,2,,
wbgene00197867,2,,
wbgene00197868,2,,
wbgene00197870,2,,
wbgene00197877,2,,
wbgene00197879,2,,
wbgene00197882,2,,
wbgene00197891,2,,
wbgene00197892,2,,
wbgene00197893,2,,
wbgene00197895,2,,
wbgene00197896,2,,
wbgene00197898,2,,
wbgene00197899,2,,
wbgene00197902,2,,
wbgene00197903,2,,
wbgene00197907,2,,
wbgene00197913,2,,
wbgene00197914,2,,
wbgene00197918,2,,
wbgene00197925,2,,
wbgene00197928,2,,
wbgene00197929,2,,
wbgene00197930,2,,
wbgene00197933,2,,
wbgene00197936,2,,
wbgene00197941,2,,
wbgene00197942,2,,
wbgene00197946,2,,
wbgene00197947,2,,
wbgene00197948,2,,
wbgene00197950,2,,
wbgene00197951,2,,
wbgene00197953,2,,
wbgene00197955,2,,
wbgene00197961,2,,
wbgene00197962,2,,
wbgene00197968,2,,
wbgene00197971,2,,
wbgene00197978,2,,
wbgene00197981,2,,
wbgene00197988,2,,
wbgene00197990,2,,
wbgene00197995,2,,
wbgene00197998,2,,
wbgene00197999,2,,
wbgene00198001,2,,
wbgene00198006,2,,
wbgene00198007,2,,
wbgene00198011,2,,
wbgene00198012,2,,
wbgene00198018,2,,
wbgene00198023,2,,
wbgene00198031,2,,
wbgene00198032,2,,
wbgene00198033,2,,
wbgene00198035,2,,
wbgene00198036,2,,
wbgene00198039,2,,
wbgene00198041,2,,
wbgene00198042,2,,
wbgene00198046,2,,
wbgene00198048,2,,
wbgene00198049,2,,
wbgene00198053,2,,
wbgene00198055,2,,
wbgene00198059,2,,
wbgene00198060,2,,
wbgene00198061,2,,
wbgene00198067,2,,
wbgene00198068,2,,
wbgene00198071,2,,
wbgene00198076,2,,
wbgene00198078,2,,
wbgene00198080,2,,
wbgene00198082,2,,
wbgene00198086,2,,
wbgene00198088,2,,
wbgene00198090,2,,
wbgene00198091,2,,
wbgene00198092,2,,
wbgene00198094,2,,
wbgene00198097,2,,
wbgene00198098,2,,
wbgene00198099,2,,
wbgene00198104,2,,
wbgene00198108,2,,
wbgene00198109,2,,
wbgene00198111,2,,
wbgene00198113,2,,
wbgene00198115,2,,
wbgene00198119,2,,
wbgene00198123,2,,
wbgene00198124,2,,
wbgene00198127,2,,
wbgene00198139,2,,
wbgene00198141,2,,
wbgene00198143,2,,
wbgene00198146,2,,
wbgene00198147,2,,
wbgene00198154,2,,
wbgene00198156,2,,
wbgene00198157,2,,
wbgene00198158,2,,
wbgene00198160,2,,
wbgene00198162,2,,
wbgene00198165,2,,
wbgene00198167,2,,
wbgene00198168,2,,
wbgene00198169,2,,
wbgene00198171,2,,
wbgene00198175,2,,
wbgene00198178,2,,
wbgene00198179,2,,
wbgene00198181,2,,
wbgene00198184,2,,
wbgene00198187,2,,
wbgene00198191,2,,
wbgene00198193,2,,
wbgene00198195,2,,
wbgene00198198,2,,
wbgene00198202,2,,
wbgene00198207,2,,
wbgene00198208,2,,
wbgene00198211,2,,
wbgene00198212,2,,
wbgene00198217,2,,
wbgene00198220,2,,
wbgene00198224,2,,
wbgene00198227,2,,
wbgene00198231,2,,
wbgene00198232,2,,
wbgene00198244,2,,
wbgene00198247,2,,
wbgene00198252,2,,
wbgene00198253,2,,
wbgene00198255,2,,
wbgene00198256,2,,
wbgene00198258,2,,
wbgene00198259,2,,
wbgene00198263,2,,
wbgene00198265,2,,
wbgene00198274,2,,
wbgene00198276,2,,
wbgene00198281,2,,
wbgene00198282,2,,
wbgene00198284,2,,
wbgene00198285,2,,
wbgene00198286,2,,
wbgene00198291,2,,
wbgene00198292,2,,
wbgene00198297,2,,
wbgene00198300,2,,
wbgene00198301,2,,
wbgene00198305,2,,
wbgene00198307,2,,
wbgene00198311,2,,
wbgene00198312,2,,
wbgene00198313,2,,
wbgene00198315,2,,
wbgene00198320,2,,
wbgene00198321,2,,
wbgene00198327,2,,
wbgene00198328,2,,
wbgene00198332,2,,
wbgene00198333,2,,
wbgene00198334,2,,
wbgene00198337,2,,
wbgene00198338,2,,
wbgene00198340,2,,
wbgene00198342,2,,
wbgene00198343,2,,
wbgene00198347,2,,
wbgene00198348,2,,
wbgene00198353,2,,
wbgene00198354,2,,
wbgene00198356,2,,
wbgene00198358,2,,
wbgene00198361,2,,
wbgene00198362,2,,
wbgene00198363,2,,
wbgene00198366,2,,
wbgene00198367,2,,
wbgene00198368,2,,
wbgene00198370,2,,
wbgene00198371,2,,
wbgene00198372,2,,
wbgene00198374,2,,
wbgene00198380,2,,
wbgene00198381,2,,
wbgene00198384,2,,
wbgene00198385,2,,
wbgene00198387,2,,
wbgene00198389,2,,
wbgene00198393,2,,
wbgene00198395,2,,
wbgene00198398,2,,
wbgene00198402,2,,
wbgene00198403,2,,
wbgene00198407,2,,
wbgene00198408,2,,
wbgene00198412,2,,
wbgene00198414,2,,
wbgene00198417,2,,
wbgene00198420,2,,
wbgene00198422,2,,
wbgene00198424,2,,
wbgene00198427,2,,
wbgene00198439,2,,
wbgene00198440,2,,
wbgene00198443,2,,
wbgene00198444,2,,
wbgene00198446,2,,
wbgene00198447,2,,
wbgene00198448,2,,
wbgene00198450,2,,
wbgene00198451,2,,
wbgene00198453,2,,
wbgene00198455,2,,
wbgene00198465,2,,
wbgene00198467,2,,
wbgene00198473,2,,
wbgene00198474,2,,
wbgene00198476,2,,
wbgene00198477,2,,
wbgene00198478,2,,
wbgene00198479,2,,
wbgene00198482,2,,
wbgene00198483,2,,
wbgene00198488,2,,
wbgene00198490,2,,
wbgene00198492,2,,
wbgene00198493,2,,
wbgene00198496,2,,
wbgene00198497,2,,
wbgene00198499,2,,
wbgene00198500,2,,
wbgene00198502,2,,
wbgene00198503,2,,
wbgene00198505,2,,
wbgene00198506,2,,
wbgene00198508,2,,
wbgene00198510,2,,
wbgene00198511,2,,
wbgene00198514,2,,
wbgene00198517,2,,
wbgene00198518,2,,
wbgene00198522,2,,
wbgene00198523,2,,
wbgene00198524,2,,
wbgene00198530,2,,
wbgene00198533,2,,
wbgene00198534,2,,
wbgene00198536,2,,
wbgene00198537,2,,
wbgene00198541,2,,
wbgene00198543,2,,
wbgene00198545,2,,
wbgene00198551,2,,
wbgene00198554,2,,
wbgene00198558,2,,
wbgene00198559,2,,
wbgene00198561,2,,
wbgene00198562,2,,
wbgene00198563,2,,
wbgene00198564,2,,
wbgene00198565,2,,
wbgene00198567,2,,
wbgene00198569,2,,
wbgene00198570,2,,
wbgene00198573,2,,
wbgene00198574,2,,
wbgene00198578,2,,
wbgene00198580,2,,
wbgene00198584,2,,
wbgene00198585,2,,
wbgene00198586,2,,
wbgene00198587,2,,
wbgene00198588,2,,
wbgene00198591,2,,
wbgene00198594,2,,
wbgene00198595,2,,
wbgene00198597,2,,
wbgene00198598,2,,
wbgene00198599,2,,
wbgene00198600,2,,
wbgene00198601,2,,
wbgene00198603,2,,
wbgene00198606,2,,
wbgene00198608,2,,
wbgene00198611,2,,
wbgene00198612,2,,
wbgene00198614,2,,
wbgene00198617,2,,
wbgene00198618,2,,
wbgene00198619,2,,
wbgene00198620,2,,
wbgene00198622,2,,
wbgene00198625,2,,
wbgene00198626,2,,
wbgene00198629,2,,
wbgene00198631,2,,
wbgene00198634,2,,
wbgene00198637,2,,
wbgene00198638,2,,
wbgene00198640,2,,
